Total games played,Session games played,Wins,Loses
434777,39,8,28
434816,39,9,29
434888,72,24,43
434969,81,28,47
435048,79,28,49
435137,89,31,53
435227,90,29,51
435378,151,58,81
435527,149,56,80
435598,71,22,43
435656,58,18,39
435749,93,31,52
435824,75,24,46
435909,85,28,50
435983,74,22,45
436041,58,14,39
436171,130,50,71
436259,88,30,50
436293,34,6,27
436381,88,30,51
436497,116,41,62
436580,83,27,49
436653,73,24,45
436688,35,7,25
436740,52,14,33
436841,101,33,57
436940,99,33,56
437024,84,28,52
437141,117,43,66
437233,92,32,54
437345,112,39,61
437418,73,23,45
437477,59,16,40
437516,39,9,29
437566,50,13,32
437676,110,41,62
437813,137,52,78
437906,93,33,53
438020,114,40,63
438047,27,3,23
438208,161,62,88
438247,39,9,29
438389,142,54,76
438429,40,7,28
438523,94,31,54
438648,125,45,70
438716,68,22,43
438799,83,29,50
438853,54,15,36
438920,67,23,43
439073,153,59,85
439174,101,36,56
439230,56,18,37
439310,80,29,48
439395,85,29,49
439434,39,8,26
439568,134,50,74
439729,161,62,90
439869,140,55,78
439958,89,30,53
440018,60,16,39
440115,97,32,56
440173,58,19,37
440249,76,25,45
440341,92,34,54
440384,43,9,29
440517,133,49,75
440648,131,49,72
440737,89,33,54
440769,32,6,25
440815,46,11,31
440979,164,64,92
441042,63,20,40
441113,71,23,43
441203,90,30,50
441335,132,48,76
441556,221,92,118
441652,96,32,53
441856,204,77,108
441980,124,46,69
442071,91,33,54
442106,35,5,26
442161,55,15,38
442284,123,47,68
442414,130,50,75
442518,104,38,59
442638,120,40,67
442690,52,14,36
442855,165,60,88
442969,114,44,63
443062,93,35,54
443173,111,42,66
443220,47,11,29
443305,85,27,49
443446,141,53,78
443609,163,63,89
443699,90,32,54
443782,83,30,49
443898,116,43,65
444029,131,47,74
444085,56,17,37
444176,91,32,54
444429,253,107,131
444482,53,15,35
444527,45,12,32
444581,54,16,36
444627,46,13,31
444771,144,53,76
444843,72,24,46
444878,35,8,26
444962,84,30,52
445128,166,64,88
445207,79,27,47
445321,114,42,62
445379,58,15,37
445451,72,21,43
445547,96,34,53
445592,45,11,31
445692,100,37,58
445835,143,53,79
445963,128,50,73
446092,129,46,71
446175,83,28,50
446199,24,1,22
446337,138,51,78
446418,81,27,49
446513,95,33,53
446667,154,60,88
446806,139,52,74
446878,72,25,46
447049,171,67,92
447263,214,84,113
447341,78,28,49
447435,94,32,55
447546,111,39,62
447612,66,20,42
447696,84,28,50
447738,42,8,29
447805,67,20,39
447853,48,13,32
447962,109,39,63
448141,179,75,96
448182,41,9,27
448384,202,80,108
448478,94,35,57
448567,89,31,53
448643,76,22,44
448864,221,91,121
449002,138,53,77
449130,128,47,68
449207,77,25,47
449266,59,16,35
449297,31,5,25
449363,66,21,42
449430,67,19,40
449628,198,81,107
449694,66,19,42
449893,199,80,105
449991,98,33,54
450076,85,28,51
450154,78,27,47
450419,265,105,141
450514,95,31,54
450659,145,54,80
450784,125,44,69
450847,63,18,38
450923,76,22,44
451049,126,44,67
451081,32,6,25
451174,93,28,54
451254,80,27,50
451382,128,48,72
451582,200,80,105
451651,69,22,44
451716,65,19,39
451769,53,15,36
451851,82,26,47
452133,282,115,141
452325,192,75,104
452563,238,95,125
452698,135,54,74
452818,120,47,67
452871,53,14,35
453015,144,51,74
453111,96,33,56
453240,129,47,72
453284,44,10,30
453423,139,52,77
453515,92,33,53
453641,126,49,71
453733,92,31,53
453835,102,35,58
453986,151,55,82
454055,69,20,42
454172,117,43,65
454231,59,19,38
454316,85,29,51
454435,119,44,69
454487,52,14,33
454565,78,24,47
454631,66,18,41
454699,68,18,44
454785,86,30,53
454889,104,36,58
454947,58,17,35
455038,91,32,54
455111,73,23,44
455220,109,39,61
455288,68,21,43
455569,281,115,145
455638,69,23,44
455677,39,8,28
455788,111,41,64
455905,117,43,69
455983,78,29,47
456125,142,53,74
456192,67,20,41
456231,39,8,27
456337,106,35,59
456399,62,21,40
456460,61,17,41
456531,71,24,45
456651,120,44,68
456697,46,12,32
456772,75,25,46
456831,59,19,38
456936,105,38,63
457046,110,42,60
457084,38,8,28
457184,100,38,60
457284,100,35,56
457354,70,23,47
457394,40,9,29
457473,79,27,47
457512,39,9,29
457713,201,81,106
457769,56,17,36
457986,217,86,114
458060,74,23,43
458232,172,69,97
458280,48,13,31
458361,81,25,47
458415,54,15,37
458480,65,20,44
458577,97,34,54
458618,41,7,27
458705,87,27,49
458843,138,51,75
458922,79,27,47
458961,39,9,29
459064,103,36,59
459190,126,45,69
459288,98,36,57
459370,82,27,48
459428,58,16,37
459465,37,5,26
459522,57,18,37
459618,96,36,55
459732,114,43,68
459881,149,57,82
460070,189,73,99
460119,49,14,33
460179,60,18,38
460303,124,44,71
460440,137,50,75
460540,100,35,58
460600,60,19,41
460661,61,18,40
460781,120,41,67
460884,103,35,60
460942,58,17,36
461047,105,37,57
461211,164,61,88
461304,93,32,55
461375,71,22,46
461481,106,38,61
461599,118,42,63
461674,75,23,47
461749,75,26,46
462008,259,99,135
462104,96,33,56
462179,75,25,47
462300,121,46,69
462388,88,30,50
462548,160,62,84
462612,64,20,42
462809,197,80,104
462891,82,27,51
462969,78,25,47
463043,74,25,46
463160,117,43,66
463200,40,8,28
463265,65,21,39
463370,105,36,62
463524,154,58,84
463582,58,18,37
463645,63,19,38
463720,75,25,45
463806,86,28,55
463863,57,16,37
464063,200,81,109
464106,43,9,30
464256,150,59,81
464300,44,10,31
464437,137,51,71
464670,233,95,119
464710,40,8,29
464860,150,58,83
464924,64,21,39
465047,123,44,67
465220,173,65,98
465282,62,18,41
465353,71,23,42
465415,62,20,39
465461,46,11,33
465494,33,6,26
465574,80,27,49
465611,37,7,25
465779,168,66,91
465897,118,43,65
465961,64,18,39
466200,239,94,128
466274,74,22,45
466415,141,53,78
466532,117,44,67
466640,108,36,58
466743,103,35,59
466853,110,40,62
466976,123,42,66
467129,153,57,80
467257,128,49,74
467482,225,91,114
467532,50,14,34
467568,36,8,26
467634,66,20,41
467691,57,16,37
467825,134,50,74
467983,158,62,87
468060,77,25,47
468121,61,19,37
468270,149,53,77
468304,34,8,26
468356,52,15,36
468389,33,6,26
468469,80,28,48
468541,72,25,45
468617,76,25,47
468715,98,33,56
468830,115,42,66
468887,57,17,39
468987,100,36,57
469045,58,16,38
469087,42,7,27
469148,61,19,40
469181,33,6,24
469285,104,38,59
469337,52,15,35
469405,68,21,40
469470,65,21,41
469502,32,5,25
469641,139,57,79
469686,45,12,31
469824,138,52,78
469903,79,28,49
469938,35,6,25
470005,67,20,40
470109,104,34,59
470242,133,50,75
470323,81,28,50
470435,112,41,65
470499,64,19,41
470570,71,23,45
470650,80,29,49
470750,100,33,59
470836,86,28,52
471001,165,64,90
471126,125,47,69
471254,128,44,72
471347,93,33,54
471432,85,30,51
471561,129,49,73
471619,58,17,40
471802,183,72,98
471890,88,30,51
472008,118,43,63
472066,58,16,35
472146,80,28,51
472239,93,31,53
472292,53,15,35
472468,176,69,94
472555,87,30,52
472732,177,68,95
472838,106,36,61
472917,79,26,45
473023,106,37,58
473089,66,19,42
473134,45,11,32
473166,32,6,26
473232,66,21,42
473319,87,30,50
473364,45,10,30
473427,63,19,41
473553,126,48,71
473665,112,40,64
473768,103,36,58
473870,102,37,60
473933,63,20,41
474137,204,85,107
474253,116,41,63
474305,52,14,37
474349,44,11,29
474458,109,40,64
474612,154,59,83
474690,78,25,48
474862,172,66,91
474977,115,41,65
475085,108,38,62
475244,159,61,90
475500,256,102,128
475583,83,30,51
475743,160,59,88
475796,53,15,33
475957,161,62,87
476080,123,44,69
476147,67,20,42
476250,103,33,57
476305,55,14,38
476394,89,30,52
476611,217,86,114
476717,106,38,61
476888,171,70,98
476979,91,33,52
477020,41,10,30
477105,85,29,52
477174,69,22,44
477268,94,35,55
477389,121,45,66
477423,34,6,27
477476,53,15,35
477553,77,23,46
477605,52,15,36
477668,63,19,40
477784,116,44,68
477824,40,9,29
477916,92,31,54
477980,64,21,40
478047,67,21,41
478166,119,47,68
478288,122,43,71
478329,41,9,27
478402,73,25,45
478463,61,19,39
478563,100,35,56
478638,75,26,45
478709,71,22,44
478767,58,17,38
478856,89,33,52
479001,145,53,83
479139,138,52,77
479230,91,30,53
479314,84,29,49
479342,28,3,24
479404,62,20,39
479540,136,48,75
479620,80,25,50
479695,75,23,45
479757,62,16,39
479854,97,33,56
479929,75,26,46
479990,61,20,40
480072,82,27,47
480327,255,101,133
480393,66,21,42
480470,77,25,46
480558,88,29,52
480673,115,43,65
480843,170,64,90
480898,55,16,36
480964,66,19,41
481240,276,115,140
481299,59,18,37
481465,166,62,87
481680,215,85,112
481728,48,13,33
481796,68,19,41
481863,67,21,42
481914,51,13,33
481989,75,25,45
482056,67,21,41
482146,90,32,55
482290,144,56,76
482397,107,35,58
482447,50,12,35
482519,72,23,46
482745,226,91,117
482770,25,3,22
482837,67,19,40
482921,84,25,49
483052,131,48,73
483166,114,41,63
483297,131,50,71
483424,127,50,73
483560,136,52,77
483829,269,109,146
483918,89,29,53
484001,83,25,46
484102,101,36,56
484153,51,14,34
484215,62,20,41
484398,183,74,96
484457,59,16,36
484531,74,22,41
484588,57,16,37
484810,222,90,119
484979,169,66,93
485047,68,21,41
485141,94,31,57
485255,114,45,65
485366,111,42,64
485444,78,28,49
485500,56,17,36
485585,85,31,49
485892,307,128,159
486060,168,64,93
486170,110,37,63
486228,58,17,37
486276,48,13,32
486346,70,22,45
486441,95,32,54
486523,82,27,49
486667,144,55,81
486762,95,36,54
486889,127,48,71
486968,79,25,48
487038,70,21,45
487082,44,10,30
487240,158,65,87
487300,60,18,38
487424,124,45,68
487485,61,20,38
487571,86,27,50
487657,86,30,51
487745,88,31,53
487794,49,12,33
488084,290,122,152
488124,40,8,26
488260,136,55,74
488325,65,20,41
488388,63,18,40
488516,128,47,71
488602,86,28,50
488672,70,20,40
488712,40,8,28
488829,117,39,62
488953,124,46,69
489105,152,60,84
489168,63,19,40
489298,130,49,73
489403,105,37,60
489503,100,38,60
489624,121,44,68
489689,65,19,40
489803,114,39,64
489977,174,70,95
490043,66,21,41
490133,90,30,52
490271,138,54,75
490322,51,16,34
490358,36,7,27
490404,46,11,30
490517,113,43,64
490577,60,18,36
490706,129,48,72
490878,172,69,94
490978,100,36,56
491149,171,65,91
491210,61,17,39
491285,75,25,46
491449,164,62,89
491504,55,16,35
491558,54,15,35
491658,100,38,58
491702,44,11,32
491783,81,27,49
491855,72,23,45
491942,87,28,48
491981,39,10,29
492071,90,30,53
492118,47,10,30
492264,146,56,82
492352,88,28,52
492503,151,61,83
492593,90,32,52
492657,64,18,42
492796,139,53,77
492825,29,4,24
492901,76,26,47
493052,151,58,84
493163,111,39,63
493245,82,27,49
493352,107,39,61
493454,102,38,60
493547,93,32,52
493615,68,21,40
493691,76,24,47
493826,135,53,78
493935,109,38,60
494041,106,38,60
494072,31,5,25
494147,75,24,47
494211,64,19,41
494313,102,35,57
494339,26,2,23
494446,107,36,60
494548,102,35,60
494613,65,21,41
494693,80,27,47
494736,43,10,31
495065,329,135,170
495107,42,10,30
495147,40,10,29
495204,57,17,36
495256,52,15,33
495379,123,43,67
495496,117,43,65
495543,47,13,31
495610,67,22,43
495647,37,8,28
495745,98,31,57
495971,226,91,116
496034,63,19,39
496082,48,12,32
496193,111,39,64
496413,220,87,114
496658,245,97,122
496772,114,43,66
496889,117,42,65
496960,71,23,44
497027,67,21,43
497132,105,38,59
497277,145,53,80
497357,80,25,47
497523,166,64,91
497648,125,45,67
497751,103,36,59
497820,69,21,43
497863,43,9,32
498036,173,68,92
498087,51,14,35
498281,194,79,107
498371,90,30,52
498591,220,92,115
498628,37,8,28
498707,79,26,48
498811,104,40,58
498969,158,65,87
499073,104,36,59
499131,58,17,38
499278,147,54,78
499383,105,37,58
499440,57,16,37
499652,212,87,114
499710,58,16,38
499755,45,12,32
499860,105,39,60
499896,36,7,28
499964,68,21,42
500018,54,17,35
500124,106,39,63
500204,80,28,50
500307,103,38,58
500391,84,28,51
500461,70,21,42
500524,63,19,40
500561,37,7,25
500624,63,18,39
500681,57,17,37
500776,95,34,57
500874,98,34,58
500991,117,43,65
501064,73,26,45
501136,72,21,42
501205,69,22,43
501366,161,63,88
501480,114,41,63
501557,77,25,46
501633,76,24,43
501670,37,8,28
501741,71,22,45
501814,73,24,43
501977,163,64,89
502019,42,11,31
502084,65,21,42
502235,151,57,83
502305,70,19,42
502414,109,39,64
502502,88,30,53
502590,88,31,53
502653,63,18,39
502732,79,25,45
502770,38,9,27
502868,98,36,55
502907,39,7,29
503143,236,98,122
503198,55,13,35
503283,85,28,50
503339,56,15,34
503402,63,17,37
503507,105,37,61
503592,85,30,51
503666,74,23,45
503786,120,46,67
503852,66,20,43
503948,96,37,57
504008,60,18,39
504080,72,24,42
504337,257,102,136
504405,68,19,42
504489,84,29,48
504601,112,41,60
504666,65,20,40
504781,115,41,65
504825,44,10,30
504897,72,24,45
505028,131,49,75
505134,106,37,61
505204,70,23,44
505249,45,12,32
505329,80,26,46
505362,33,5,26
505410,48,12,34
505545,135,53,74
505686,141,50,77
505757,71,23,43
505891,134,52,76
505944,53,15,33
506044,100,35,57
506167,123,47,71
506248,81,26,48
506370,122,46,69
506452,82,30,50
506542,90,31,54
506712,170,67,93
506794,82,25,47
506878,84,29,51
506992,114,41,64
507144,152,60,87
507214,70,20,42
507358,144,55,79
507516,158,61,86
507551,35,7,27
507603,52,16,34
507796,193,80,103
507873,77,22,46
507936,63,19,40
507996,60,19,38
508156,160,60,86
508266,110,37,63
508324,58,15,38
508401,77,27,47
508463,62,18,38
508580,117,40,63
508711,131,47,71
508881,170,66,96
508964,83,28,51
509045,81,28,49
509187,142,51,73
509294,107,38,61
509362,68,21,43
509492,130,51,74
509600,108,39,63
509708,108,38,61
509787,79,27,47
509877,90,31,52
510105,228,93,119
510230,125,47,69
510299,69,25,43
510503,204,83,107
510592,89,30,53
510814,222,91,117
510855,41,9,29
511004,149,53,79
511046,42,9,29
511154,108,39,61
511194,40,9,27
511283,89,30,51
511351,68,20,43
511407,56,16,37
511490,83,28,50
511630,140,55,78
511771,141,54,77
511864,93,33,57
511900,36,7,28
511958,58,16,36
512089,131,47,71
512191,102,39,63
512271,80,26,47
512330,59,16,39
512416,86,29,49
512523,107,41,62
512582,59,18,40
512645,63,18,41
512723,78,25,47
512797,74,22,45
512886,89,32,51
512982,96,33,54
513069,87,29,51
513178,109,40,64
513216,38,9,29
513266,50,13,33
513309,43,11,29
513444,135,49,72
513498,54,15,36
513542,44,11,30
513755,213,85,115
513833,78,25,45
514032,199,76,100
514076,44,10,33
514256,180,69,94
514289,33,6,26
514411,122,46,69
514510,99,34,59
514604,94,33,55
514673,69,21,43
514751,78,25,47
514855,104,38,63
514986,131,47,74
515090,104,38,59
515167,77,25,49
515321,154,59,88
515374,53,14,35
515423,49,12,34
515577,154,56,84
515637,60,18,38
515784,147,57,80
515830,46,11,31
515883,53,14,35
515963,80,28,48
516128,165,63,87
516220,92,31,52
516444,224,89,117
516611,167,63,93
516731,120,45,68
516843,112,41,63
516937,94,33,54
516984,47,12,31
517025,41,9,30
517203,178,70,94
517253,50,13,32
517309,56,16,36
517363,54,15,37
517438,75,24,47
517507,69,22,42
517649,142,55,75
517798,149,57,82
517876,78,26,45
517959,83,27,48
518027,68,20,45
518085,58,16,36
518289,204,79,103
518381,92,30,55
518438,57,17,37
518573,135,51,76
518637,64,21,41
518685,48,13,33
518753,68,21,42
518883,130,50,72
519105,222,88,118
519148,43,10,30
519265,117,43,66
519303,38,8,26
519427,124,45,71
519482,55,16,38
519595,113,41,64
519784,189,75,103
519843,59,20,38
519929,86,30,50
520070,141,53,76
520231,161,64,91
520263,32,4,24
520445,182,70,98
520483,38,9,28
520590,107,39,64
520672,82,28,48
520746,74,24,45
520817,71,22,41
520922,105,39,59
521014,92,30,54
521050,36,8,28
521109,59,17,37
521188,79,25,45
521297,109,41,62
521362,65,20,42
521446,84,29,52
521557,111,40,64
521643,86,29,51
521678,35,6,27
521715,37,7,28
521767,52,14,35
521796,29,4,22
521844,48,12,34
521933,89,31,52
521996,63,20,40
522106,110,40,62
522179,73,23,44
522240,61,19,39
522313,73,23,42
522430,117,43,65
522504,74,23,43
522580,76,25,46
522675,95,32,56
522832,157,57,87
522912,80,27,47
523163,251,102,135
523273,110,42,65
523343,70,20,41
523417,74,25,44
523506,89,26,51
523613,107,37,59
523667,54,14,35
523740,73,23,45
523814,74,24,47
523990,176,69,95
524055,65,21,42
524158,103,38,59
524276,118,44,66
524370,94,33,53
524509,139,53,79
524623,114,39,64
524693,70,22,43
524730,37,8,28
524821,91,30,55
524985,164,66,89
525048,63,18,41
525375,327,130,166
525534,159,65,88
525623,89,29,51
525690,67,19,43
525882,192,75,101
525949,67,21,43
526100,151,58,83
526204,104,34,59
526254,50,13,34
526449,195,80,105
526500,51,13,32
526582,82,28,50
526690,108,37,62
526756,66,19,43
526790,34,6,26
526928,138,53,76
527093,165,63,90
527212,119,43,66
527293,81,27,45
527391,98,38,57
527533,142,54,78
527634,101,37,58
527718,84,30,50
527890,172,65,89
527965,75,25,47
528091,126,48,69
528146,55,17,37
528188,42,10,31
528265,77,25,48
528330,65,20,43
528379,49,14,35
528439,60,18,41
528487,48,13,34
528522,35,5,25
528600,78,25,45
528645,45,12,32
528751,106,37,60
529018,267,110,136
529102,84,26,48
529150,48,14,32
529203,53,15,36
529345,142,55,80
529510,165,65,90
529599,89,29,52
529639,40,8,28
529785,146,57,85
529843,58,18,39
529910,67,18,40
529961,51,14,35
530085,124,44,71
530163,78,26,47
530238,75,24,47
530443,205,82,109
530495,52,12,34
530541,46,12,33
530635,94,34,56
530732,97,34,56
530856,124,46,68
530956,100,35,58
531169,213,87,114
531271,102,36,60
531354,83,30,50
531428,74,24,46
531506,78,26,46
531582,76,25,46
531697,115,41,62
531815,118,45,68
531932,117,41,64
532105,173,69,95
532211,106,38,62
532297,86,30,50
532345,48,13,33
532403,58,18,36
532664,261,104,139
532943,279,113,148
533008,65,21,41
533120,112,39,65
533223,103,37,59
533345,122,44,68
533453,108,39,61
533533,80,25,46
533624,91,31,53
533673,49,13,33
533816,143,52,77
533962,146,54,78
534082,120,44,69
534140,58,15,37
534250,110,41,64
534347,97,36,56
534434,87,30,52
534567,133,49,74
534620,53,15,37
534723,103,37,57
534806,83,26,49
534870,64,20,39
534970,100,38,60
535084,114,42,61
535210,126,48,71
535299,89,29,50
535409,110,39,62
535483,74,23,44
535569,86,26,49
535660,91,32,54
535766,106,38,59
535870,104,36,61
535987,117,42,66
536075,88,31,50
536168,93,32,51
536246,78,26,48
536312,66,20,41
536435,123,42,70
536506,71,23,44
536614,108,40,62
536726,112,40,62
536848,122,46,69
536945,97,34,57
536997,52,13,34
537064,67,22,41
537141,77,24,47
537307,166,65,87
537407,100,34,56
537499,92,29,54
537552,53,14,35
537645,93,30,51
537726,81,27,45
537804,78,27,48
537933,129,48,74
537981,48,11,32
538102,121,45,66
538146,44,9,29
538277,131,50,74
538360,83,28,49
538424,64,18,41
538518,94,35,54
538709,191,77,100
538780,71,22,43
538846,66,22,41
538901,55,16,35
538951,50,12,33
539001,50,12,33
539049,48,12,33
539135,86,29,50
539175,40,8,28
539376,201,80,108
539462,86,28,50
539543,81,25,47
539621,78,24,45
539678,57,17,39
539746,68,20,40
539803,57,15,35
539830,27,4,22
539972,142,50,78
540096,124,44,67
540156,60,18,38
540252,96,34,58
540298,46,11,32
540406,108,42,61
540486,80,26,48
540620,134,47,74
540738,118,43,64
540845,107,37,60
540929,84,26,49
541095,166,64,88
541312,217,84,113
541432,120,45,69
541509,77,25,47
541616,107,39,58
541664,48,15,33
541759,95,32,55
541843,84,28,48
542010,167,67,92
542049,39,7,27
542141,92,32,53
542282,141,55,81
542444,162,62,83
542572,128,48,69
542700,128,50,72
542807,107,39,64
542965,158,59,85
543022,57,16,37
543220,198,79,106
543263,43,10,30
543297,34,7,25
543425,128,50,72
543497,72,20,42
543597,100,32,53
543659,62,18,38
543700,41,11,29
543805,105,39,61
543861,56,15,37
544003,142,53,81
544077,74,25,48
544167,90,30,52
544220,53,13,35
544261,41,7,29
544311,50,13,32
544365,54,15,35
544541,176,70,94
544602,61,18,39
544886,284,117,145
545137,251,98,136
545226,89,28,50
545387,161,63,87
545496,109,40,61
545686,190,77,100
545731,45,11,31
545950,219,88,114
546074,124,47,67
546273,199,78,104
546418,145,56,78
546527,109,39,61
546671,144,57,78
546853,182,76,99
546903,50,14,35
547025,122,46,69
547125,100,39,57
547211,86,32,52
547333,122,43,67
547501,168,64,89
547554,53,15,35
547646,92,30,53
547730,84,28,49
547857,127,44,66
548004,147,51,79
548115,111,39,60
548297,182,70,91
548389,92,33,54
548525,136,50,76
548586,61,19,40
548635,49,12,31
548741,106,39,65
548895,154,59,84
548947,52,13,35
549051,104,37,57
549158,107,39,60
549253,95,33,54
549302,49,12,33
549334,32,6,24
549440,106,37,61
549517,77,26,47
549612,95,33,54
549704,92,32,54
549908,204,82,109
550030,122,43,66
550088,58,17,37
550125,37,8,27
550202,77,24,45
550377,175,70,97
550437,60,18,39
550543,106,38,62
550778,235,95,124
550866,88,32,51
550966,100,36,56
551177,211,81,110
551261,84,27,47
551334,73,25,47
551414,80,27,50
551540,126,45,68
551654,114,43,67
551708,54,15,35
551748,40,8,30
551816,68,21,40
551956,140,53,77
552013,57,17,37
552089,76,23,45
552282,193,74,99
552363,81,28,50
552485,122,46,68
552610,125,46,69
552693,83,27,48
552777,84,28,51
552884,107,40,62
552961,77,25,47
553023,62,19,40
553152,129,48,71
553253,101,38,58
553324,71,23,45
553388,64,18,41
553697,309,127,157
553788,91,32,52
553978,190,76,99
554116,138,55,76
554214,98,34,58
554320,106,39,57
554357,37,8,26
554546,189,77,99
554628,82,27,51
554741,113,43,66
554896,155,61,85
554994,98,35,59
555059,65,22,42
555110,51,13,33
555192,82,26,48
555269,77,25,47
555377,108,39,61
555503,126,46,69
555632,129,47,72
555679,47,11,35
555766,87,27,49
555891,125,47,68
555997,106,39,63
556039,42,10,28
556107,68,19,39
556457,350,141,177
556553,96,32,56
556614,61,19,39
556709,95,34,56
556755,46,10,32
556858,103,36,60
556937,79,25,45
557166,229,93,121
557229,63,18,39
557330,101,35,59
557466,136,53,74
557612,146,53,80
557689,77,25,46
557848,159,61,84
557951,103,37,58
558089,138,52,70
558172,83,29,51
558281,109,38,64
558541,260,106,134
558682,141,53,79
558806,124,46,71
558892,86,27,53
558972,80,25,45
559025,53,16,35
559166,141,53,79
559221,55,17,36
559328,107,38,61
559389,61,17,36
559446,57,17,36
559490,44,12,32
559558,68,23,42
559614,56,16,38
559682,68,20,44
559733,51,13,33
559773,40,9,27
559899,126,46,69
560034,135,50,73
560170,136,52,78
560277,107,38,62
560371,94,32,55
560516,145,54,78
560596,80,27,48
560732,136,54,76
560804,72,21,42
560850,46,11,31
560932,82,29,49
561091,159,63,89
561158,67,23,42
561334,176,66,94
561484,150,58,82
561655,171,66,95
561783,128,49,73
562049,266,105,142
562138,89,33,53
562182,44,9,29
562375,193,75,100
562591,216,86,112
562638,47,12,30
562911,273,113,147
563005,94,32,53
563085,80,26,48
563151,66,21,42
563245,94,32,55
563418,173,68,89
563455,37,7,27
563520,65,21,42
563589,69,22,40
563637,48,12,33
563707,70,21,41
563793,86,30,53
563859,66,21,40
563917,58,17,35
563948,31,6,24
564297,349,142,182
564351,54,15,35
564403,52,16,35
564463,60,19,39
564526,63,19,40
564732,206,80,111
564776,44,10,31
564845,69,21,45
564943,98,37,57
565030,87,30,51
565112,82,27,50
565283,171,66,92
565480,197,80,103
565548,68,22,42
565644,96,33,58
565721,77,25,47
565874,153,60,83
566065,191,77,107
566128,63,16,37
566229,101,34,56
566354,125,48,69
566432,78,28,48
566484,52,12,32
566535,51,14,33
566624,89,32,55
566686,62,17,39
566790,104,39,60
566994,204,80,112
567101,107,38,65
567158,57,16,36
567221,63,21,40
567375,154,59,86
567591,216,86,112
567693,102,34,59
567779,86,30,50
567900,121,44,65
567932,32,6,25
568041,109,41,63
568163,122,44,69
568297,134,52,76
568452,155,61,81
568588,136,52,74
568672,84,29,51
568845,173,64,90
569065,220,88,111
569232,167,64,93
569371,139,51,74
569448,77,22,47
569675,227,93,122
569719,44,12,31
569755,36,9,27
569818,63,20,42
569876,58,15,34
569999,123,47,72
570100,101,35,59
570170,70,23,44
570241,71,23,43
570475,234,100,123
570640,165,65,91
570751,111,38,62
570872,121,45,69
570967,95,33,56
571029,62,20,40
571148,119,45,71
571260,112,38,63
571298,38,8,28
571385,87,30,54
571544,159,58,86
571634,90,30,54
571762,128,45,67
571820,58,17,38
571951,131,49,72
572045,94,32,55
572128,83,28,49
572207,79,27,51
572366,159,64,88
572484,118,45,65
572574,90,32,51
572663,89,30,51
572722,59,16,37
572834,112,43,66
572944,110,39,62
573000,56,17,37
573186,186,72,99
573264,78,26,48
573397,133,48,72
573438,41,10,30
573498,60,16,38
573569,71,22,45
573606,37,9,27
573682,76,26,49
573820,138,53,79
573876,56,15,35
573958,82,27,49
574109,151,59,84
574296,187,72,98
574379,83,27,48
574532,153,62,84
574643,111,38,61
574699,56,14,33
574827,128,48,74
574907,80,28,49
574976,69,20,40
575052,76,28,46
575099,47,13,31
575138,39,9,27
575261,123,43,68
575332,71,21,43
575497,165,62,85
575595,98,36,56
575712,117,43,66
575935,223,90,118
576071,136,51,73
576123,52,14,35
576185,62,19,39
576227,42,9,29
576271,44,11,29
576418,147,58,83
576508,90,31,54
576628,120,46,67
576775,147,57,82
576867,92,31,56
576962,95,35,56
577052,90,32,53
577119,67,22,42
577280,161,61,89
577351,71,25,45
577448,97,33,55
577561,113,42,64
577621,60,18,39
577744,123,47,71
577831,87,29,51
577912,81,26,49
577951,39,10,28
578018,67,20,40
578105,87,30,52
578167,62,18,39
578324,157,61,85
578380,56,15,36
578540,160,62,86
578672,132,49,73
578755,83,27,49
578805,50,12,33
578860,55,16,36
578944,84,27,51
579015,71,25,44
579139,124,43,67
579199,60,19,38
579265,66,19,41
579415,150,55,82
579540,125,45,73
579612,72,23,42
579704,92,30,55
579881,177,71,93
579996,115,42,65
580175,179,69,95
580312,137,50,73
580378,66,18,39
580482,104,36,59
580569,87,27,49
580626,57,17,36
580711,85,28,51
580798,87,27,49
580922,124,43,66
581108,186,73,100
581223,115,42,66
581414,191,74,100
581560,146,52,80
581692,132,50,75
581723,31,2,23
581875,152,61,83
581963,88,32,50
582101,138,54,76
582265,164,65,91
582504,239,99,129
582618,114,41,63
582707,89,29,49
582778,71,23,46
582844,66,19,40
582918,74,25,46
582979,61,19,40
583109,130,49,73
583240,131,52,73
583299,59,15,36
583355,56,17,35
583418,63,17,38
583507,89,29,53
583651,144,55,80
583839,188,75,100
583911,72,21,44
584053,142,56,79
584259,206,78,110
584445,186,70,96
584523,78,25,50
584629,106,39,61
584826,197,77,102
585010,184,74,93
585162,152,56,80
585337,175,68,92
585470,133,50,72
585613,143,55,78
585653,40,9,28
585761,108,38,58
585795,34,6,25
585855,60,19,39
585894,39,8,28
585968,74,24,43
586137,169,61,89
586169,32,5,25
586313,144,55,75
586400,87,32,50
586516,116,43,67
586724,208,80,109
586934,210,86,110
587077,143,53,75
587278,201,78,106
587337,59,18,38
587505,168,67,91
587633,128,50,74
587726,93,33,56
587881,155,59,82
587981,100,39,59
588015,34,6,24
588065,50,14,33
588143,78,27,48
588231,88,31,51
588351,120,44,68
588461,110,40,61
588597,136,46,72
588666,69,19,42
588755,89,30,53
588922,167,64,90
589003,81,27,49
589151,148,59,83
589210,59,16,38
589311,101,36,55
589412,101,37,58
589482,70,25,44
589580,98,31,55
589622,42,11,30
589723,101,34,56
589800,77,25,45
589881,81,25,45
